Date,Region,Product,Quantity, UnitPrice ,StoreLocation,CustomerType,Discount,Salesperson, TotalPrice ,PaymentMethod,Promotion,Returned,OrderID,CustomerName, ShippingCost ,OrderDate,DeliveryDate,RegionManager,MonthName, GrossRevenue , TotalDiscount 
06/08/2023,Central,Laptop,10, $508.57 ,Store D,Retail,0.05,Bob," $4,831.42 ",Online,SAVE10,0,REG100119,Cust 1797, $9.35 ,06/08/2023,11/08/2023,Cameron,Aug," $4,822.07 ", $254.29 
24/01/2024,Central,Laptop,11, $259.61 ,Store C,Wholesale,0.1,Carlos," $2,570.14 ",Cash,FREESHIP,0,REG100120,Cust 9969, $13.73 ,24/01/2024,31/01/2024,Cameron,Jan," $2,556.41 ", $285.57 
07/03/2024,Central,Chair,9, $313.29 ,Store D,Retail,0,Carlos," $2,819.61 ",Online,FREESHIP,0,REG100121,Cust 1815, $14.04 ,07/03/2024,13/03/2024,Cameron,Mar," $2,805.57 ", $-   
22/01/2024,South,Tablet,5, $106.57 ,Store C,Wholesale,0.1,Carlos, $479.57 ,Debit Card,SAVE10,1,REG100122,Cust 7773, $25.24 ,22/01/2024,28/01/2024,Sophie,Jan, $454.33 , $53.29 
23/02/2023,East,Printer,1, $109.00 ,Store B,Retail,0.15,Frank, $92.65 ,Cash,WINTER15,1,REG100123,Cust 1499, $8.03 ,23/02/2023,27/02/2023,Eric,Feb, $84.62 , $16.35 
14/06/2023,North,Tablet,8, $323.80 ,Store B,Retail,0,Diana," $2,590.40 ",Cash,SAVE10,1,REG100124,Cust 3809, $35.23 ,14/06/2023,22/06/2023,Ryan,Jun," $2,555.17 ", $-   
13/05/2025,North,Laptop,16, $384.32 ,Store A,Retail,0.05,Frank," $5,841.66 ",Cash,FREESHIP,0,REG100125,Cust 7824, $21.50 ,13/05/2025,15/05/2025,Ryan,May," $5,820.16 ", $307.46 
30/07/2024,Central,Printer,16, $163.86 ,Store C,Retail,0.15,Diana," $2,228.50 ",Gift Card,FREESHIP,0,REG100126,Cust 7258, $37.95 ,30/07/2024,06/08/2024,Cameron,Jul," $2,190.55 ", $393.26 
18/07/2024,East,Tablet,5, $23.41 ,Store B,Wholesale,0,Frank, $117.05 ,Credit Card,WINTER15,0,REG100127,Cust 1151, $26.44 ,18/07/2024,27/07/2024,Eric,Jul, $90.61 , $-   
26/08/2024,East,Printer,20, $488.90 ,Store C,Wholesale,0.15,Eva," $8,311.30 ",Gift Card,FREESHIP,0,REG100128,Cust 6486, $21.77 ,26/08/2024,01/09/2024,Eric,Aug," $8,289.53 "," $1,466.70 "
08/06/2025,West,Tablet,7, $452.56 ,Store A,Wholesale,0.05,Frank," $3,009.52 ",Gift Card,FREESHIP,0,REG100129,Cust 4034, $46.97 ,08/06/2025,15/06/2025,Wendy,Jun," $2,962.55 ", $158.40 
16/05/2025,North,Desk,11, $465.24 ,Store A,Wholesale,0,Carlos," $5,117.64 ",Debit Card,,1,REG100130,Cust 9794, $17.59 ,16/05/2025,23/05/2025,Ryan,May," $5,100.05 ", $-   
18/07/2024,East,Phone,14, $442.65 ,Store B,Retail,0,Eva," $6,197.10 ",Gift Card,SAVE10,0,REG100131,Cust 2414, $28.76 ,18/07/2024,24/07/2024,Eric,Jul," $6,168.34 ", $-   
17/09/2023,West,Laptop,12, $469.44 ,Store B,Wholesale,0,Bob," $5,633.28 ",Online,FREESHIP,0,REG100132,Cust 9024, $33.30 ,17/09/2023,26/09/2023,Wendy,Sep," $5,599.98 ", $-   
13/03/2023,East,Monitor,14, $248.77 ,Store C,Wholesale,0.05,Bob," $3,308.64 ",Debit Card,FREESHIP,1,REG100133,Cust 2663, $21.76 ,13/03/2023,19/03/2023,Eric,Mar," $3,286.88 ", $174.14 
29/03/2023,South,Chair,4, $565.29 ,Store D,Wholesale,0.05,Alice," $2,148.10 ",Cash,,0,REG100134,Cust 2293, $27.04 ,29/03/2023,03/04/2023,Sophie,Mar," $2,121.06 ", $113.06 
14/07/2023,Central,Desk,12, $244.80 ,Store B,Wholesale,0.05,Frank," $2,790.72 ",Online,FREESHIP,0,REG100135,Cust 8963, $44.75 ,14/07/2023,23/07/2023,Cameron,Jul," $2,745.97 ", $146.88 
22/03/2024,West,Laptop,13, $290.93 ,Store C,Retail,0.05,Diana," $3,592.99 ",Credit Card,FREESHIP,0,REG100136,Cust 9238, $26.09 ,22/03/2024,31/03/2024,Wendy,Mar," $3,566.90 ", $189.10 
14/05/2024,Central,Laptop,11, $229.49 ,Store C,Retail,0.1,Bob," $2,271.95 ",Cash,,0,REG100137,Cust 1390, $35.39 ,14/05/2024,17/05/2024,Cameron,May," $2,236.56 ", $252.44 
30/05/2023,Central,Monitor,2, $427.36 ,Store A,Wholesale,0.05,Diana, $811.98 ,Online,SAVE10,0,REG100138,Cust 8548, $19.42 ,30/05/2023,02/06/2023,Cameron,May, $792.56 , $42.74 
19/03/2023,North,Phone,2, $443.51 ,Store C,Wholesale,0.05,Alice, $842.67 ,Cash,,0,REG100139,Cust 2919, $13.65 ,19/03/2023,22/03/2023,Ryan,Mar, $829.02 , $44.35 
09/08/2023,Central,Desk,13, $280.63 ,Store B,Wholesale,0.15,Alice," $3,100.96 ",Credit Card,SAVE10,0,REG100140,Cust 5847, $10.14 ,09/08/2023,14/08/2023,Cameron,Aug," $3,090.82 ", $547.23 
13/10/2024,North,Chair,13, $416.66 ,Store B,Wholesale,0.15,Bob," $4,604.09 ",Credit Card,WINTER15,0,REG100141,Cust 5711, $21.74 ,13/10/2024,20/10/2024,Ryan,Oct," $4,582.35 ", $812.49 
17/02/2025,East,Chair,11, $589.48 ,Store B,Retail,0,Alice," $6,484.28 ",Online,WINTER15,0,REG100142,Cust 5461, $49.93 ,17/02/2025,25/02/2025,Eric,Feb," $6,434.35 ", $-   
11/06/2025,North,Phone,18, $152.84 ,Store C,Retail,0.15,Diana," $2,338.45 ",Debit Card,FREESHIP,1,REG100143,Cust 8905, $20.30 ,11/06/2025,20/06/2025,Ryan,Jun," $2,318.15 ", $412.67 
29/04/2024,Central,Tablet,4, $163.66 ,Store B,Retail,0,Bob, $654.64 ,Gift Card,WINTER15,1,REG100144,Cust 9618, $31.80 ,29/04/2024,01/05/2024,Cameron,Apr, $622.84 , $-   
18/03/2023,West,Laptop,19, $484.25 ,Store C,Wholesale,0.15,Bob," $7,820.64 ",Debit Card,FREESHIP,1,REG100145,Cust 5203, $29.51 ,18/03/2023,20/03/2023,Wendy,Mar," $7,791.13 "," $1,380.11 "
21/12/2024,North,Chair,9, $380.40 ,Store B,Retail,0.1,Carlos," $3,081.24 ",Credit Card,,0,REG100146,Cust 1732, $31.00 ,21/12/2024,27/12/2024,Ryan,Dec," $3,050.24 ", $342.36 
23/04/2023,West,Chair,17, $332.38 ,Store A,Retail,0.1,Frank," $5,085.41 ",Credit Card,SAVE10,1,REG100147,Cust 4734, $33.81 ,23/04/2023,02/05/2023,Wendy,Apr," $5,051.60 ", $565.05 
11/05/2025,Central,Chair,15, $210.94 ,Store C,Wholesale,0.05,Frank," $3,005.90 ",Online,SAVE10,0,REG100148,Cust 5895, $10.91 ,11/05/2025,21/05/2025,Cameron,May," $2,994.99 ", $158.21 
03/03/2024,South,Phone,9, $382.80 ,Store D,Wholesale,0,Eva," $3,445.20 ",Cash,,0,REG100149,Cust 9691, $47.94 ,03/03/2024,05/03/2024,Sophie,Mar," $3,397.26 ", $-   
20/01/2025,North,Monitor,3, $386.29 ,Store C,Retail,0.15,Carlos, $985.04 ,Credit Card,FREESHIP,0,REG100150,Cust 5406, $32.45 ,20/01/2025,30/01/2025,Ryan,Jan, $952.59 , $173.83 
22/03/2025,North,Tablet,5, $225.99 ,Store C,Retail,0,Eva," $1,129.95 ",Online,SAVE10,1,REG100151,Cust 5750, $10.88 ,22/03/2025,30/03/2025,Ryan,Mar," $1,119.07 ", $-   
28/03/2025,South,Printer,20, $312.56 ,Store D,Retail,0.15,Frank," $5,313.52 ",Gift Card,WINTER15,0,REG100152,Cust 6506, $47.39 ,28/03/2025,30/03/2025,Sophie,Mar," $5,266.13 ", $937.68 
17/02/2025,North,Phone,13, $433.77 ,Store C,Wholesale,0.05,Frank," $5,357.06 ",Cash,FREESHIP,0,REG100153,Cust 8280, $17.61 ,17/02/2025,21/02/2025,Ryan,Feb," $5,339.45 ", $281.95 
08/11/2024,South,Tablet,20, $159.33 ,Store A,Wholesale,0,Eva," $3,186.60 ",Online,FREESHIP,0,REG100154,Cust 4358, $26.32 ,08/11/2024,11/11/2024,Sophie,Nov," $3,160.28 ", $-   
17/03/2024,South,Phone,18, $32.23 ,Store B,Retail,0.05,Bob, $551.13 ,Credit Card,FREESHIP,0,REG100155,Cust 3588, $6.04 ,17/03/2024,21/03/2024,Sophie,Mar, $545.09 , $29.01 
29/08/2023,South,Monitor,3, $527.77 ,Store C,Retail,0.1,Bob," $1,424.98 ",Cash,FREESHIP,0,REG100156,Cust 4539, $48.66 ,29/08/2023,01/09/2023,Sophie,Aug," $1,376.32 ", $158.33 
22/06/2023,South,Chair,14, $291.09 ,Store A,Retail,0,Carlos," $4,075.26 ",Cash,,0,REG100157,Cust 7067, $39.98 ,22/06/2023,30/06/2023,Sophie,Jun," $4,035.28 ", $-   
24/02/2024,South,Phone,8, $350.12 ,Store C,Retail,0,Alice," $2,800.96 ",Gift Card,FREESHIP,1,REG100158,Cust 7720, $31.65 ,24/02/2024,01/03/2024,Sophie,Feb," $2,769.31 ", $-   
10/04/2024,North,Phone,10, $195.26 ,Store D,Retail,0.05,Alice," $1,854.97 ",Credit Card,WINTER15,0,REG100159,Cust 5668, $46.91 ,10/04/2024,15/04/2024,Ryan,Apr," $1,808.06 ", $97.63 
14/05/2023,South,Monitor,13, $291.10 ,Store A,Wholesale,0,Alice," $3,784.30 ",Online,FREESHIP,0,REG100160,Cust 8367, $7.66 ,14/05/2023,19/05/2023,Sophie,May," $3,776.64 ", $-   
11/03/2023,South,Monitor,6, $93.92 ,Store B,Wholesale,0.15,Eva, $478.99 ,Credit Card,FREESHIP,0,REG100161,Cust 4438, $11.00 ,11/03/2023,18/03/2023,Sophie,Mar, $467.99 , $84.53 
24/08/2024,Central,Printer,5, $15.92 ,Store D,Retail,0,Eva, $79.60 ,Credit Card,,1,REG100162,Cust 3481, $8.66 ,24/08/2024,26/08/2024,Cameron,Aug, $70.94 , $-   
23/02/2024,South,Monitor,16, $120.22 ,Store D,Retail,0.15,Bob," $1,634.99 ",Cash,SAVE10,0,REG100163,Cust 1489, $8.42 ,23/02/2024,01/03/2024,Sophie,Feb," $1,626.57 ", $288.53 
30/01/2024,North,Monitor,11, $118.80 ,Store A,Retail,0.05,Eva," $1,241.46 ",Online,SAVE10,0,REG100164,Cust 6649, $39.32 ,30/01/2024,06/02/2024,Ryan,Jan," $1,202.14 ", $65.34 
23/01/2024,East,Tablet,10, $92.45 ,Store C,Wholesale,0.1,Frank, $832.05 ,Cash,WINTER15,1,REG100165,Cust 6114, $42.61 ,23/01/2024,29/01/2024,Eric,Jan, $789.44 , $92.45 
05/01/2023,North,Laptop,19, $463.51 ,Store B,Retail,0,Bob," $8,806.69 ",Cash,FREESHIP,0,REG100166,Cust 9589, $49.38 ,05/01/2023,08/01/2023,Ryan,Jan," $8,757.31 ", $-   
21/12/2023,North,Desk,7, $284.70 ,Store D,Wholesale,0.05,Bob," $1,893.26 ",Gift Card,,0,REG100167,Cust 8184, $5.36 ,21/12/2023,30/12/2023,Ryan,Dec," $1,887.90 ", $99.65 
25/05/2023,West,Laptop,20, $343.25 ,Store C,Wholesale,0.05,Alice," $6,521.75 ",Debit Card,FREESHIP,0,REG100168,Cust 2490, $28.77 ,25/05/2023,02/06/2023,Wendy,May," $6,492.98 ", $343.25 
30/06/2025,Central,Chair,6, $95.24 ,Store D,Wholesale,0.15,Diana, $485.72 ,Gift Card,FREESHIP,0,REG100169,Cust 1647, $18.72 ,30/06/2025,08/07/2025,Cameron,Jun, $467.00 , $85.72 
12/02/2025,West,Desk,13, $104.80 ,Store B,Retail,0.05,Diana," $1,294.28 ",Credit Card,WINTER15,0,REG100170,Cust 2017, $7.79 ,12/02/2025,19/02/2025,Wendy,Feb," $1,286.49 ", $68.12 
03/01/2024,West,Tablet,12, $164.31 ,Store B,Wholesale,0.1,Eva," $1,774.55 ",Cash,,1,REG100171,Cust 3446, $38.90 ,03/01/2024,07/01/2024,Wendy,Jan," $1,735.65 ", $197.17 
03/02/2023,South,Tablet,10, $325.18 ,Store C,Wholesale,0.1,Alice," $2,926.62 ",Cash,WINTER15,0,REG100172,Cust 4877, $47.39 ,03/02/2023,13/02/2023,Sophie,Feb," $2,879.23 ", $325.18 
01/03/2024,East,Monitor,17, $542.82 ,Store A,Wholesale,0,Alice," $9,227.94 ",Debit Card,WINTER15,1,REG100173,Cust 9112, $7.13 ,01/03/2024,08/03/2024,Eric,Mar," $9,220.81 ", $-   
24/05/2023,North,Tablet,14, $207.48 ,Store C,Wholesale,0.05,Eva," $2,759.48 ",Online,,0,REG100174,Cust 8172, $5.70 ,24/05/2023,02/06/2023,Ryan,May," $2,753.78 ", $145.24 
22/06/2025,North,Printer,17, $527.88 ,Store D,Retail,0.05,Bob," $8,525.26 ",Cash,WINTER15,0,REG100175,Cust 4597, $21.32 ,22/06/2025,28/06/2025,Ryan,Jun," $8,503.94 ", $448.70 
10/04/2023,North,Chair,11, $71.21 ,Store B,Retail,0.05,Diana, $744.14 ,Online,,1,REG100176,Cust 3690, $44.20 ,10/04/2023,14/04/2023,Ryan,Apr, $699.94 , $39.17 
04/03/2025,Central,Printer,8, $486.07 ,Store B,Retail,0,Carlos," $3,888.56 ",Debit Card,FREESHIP,0,REG100177,Cust 2893, $10.68 ,04/03/2025,10/03/2025,Cameron,Mar," $3,877.88 ", $-   
11/07/2024,East,Laptop,6, $555.03 ,Store C,Retail,0.1,Frank," $2,997.16 ",Credit Card,,1,REG100178,Cust 5602, $23.69 ,11/07/2024,20/07/2024,Eric,Jul," $2,973.47 ", $333.02 
17/08/2024,East,Desk,13, $421.08 ,Store B,Wholesale,0,Bob," $5,474.04 ",Cash,,0,REG100179,Cust 5616, $24.51 ,17/08/2024,20/08/2024,Eric,Aug," $5,449.53 ", $-   
30/06/2025,North,Laptop,16, $76.17 ,Store D,Wholesale,0.1,Alice," $1,096.85 ",Cash,WINTER15,0,REG100180,Cust 1312, $41.88 ,30/06/2025,09/07/2025,Ryan,Jun," $1,054.97 ", $121.87 
06/11/2024,South,Printer,3, $503.55 ,Store C,Wholesale,0.1,Bob," $1,359.59 ",Credit Card,WINTER15,0,REG100181,Cust 6315, $37.49 ,06/11/2024,13/11/2024,Sophie,Nov," $1,322.10 ", $151.07 
01/04/2025,East,Tablet,5, $31.56 ,Store D,Retail,0,Diana, $157.80 ,Online,SAVE10,1,REG100182,Cust 1224, $29.56 ,01/04/2025,04/04/2025,Eric,Apr, $128.24 , $-   
01/07/2024,West,Laptop,16, $72.92 ,Store C,Wholesale,0.05,Frank," $1,108.38 ",Cash,FREESHIP,0,REG100183,Cust 7182, $5.70 ,01/07/2024,06/07/2024,Wendy,Jul," $1,102.68 ", $58.34 
09/12/2023,West,Printer,18, $421.93 ,Store D,Retail,0.05,Bob," $7,215.00 ",Gift Card,WINTER15,0,REG100184,Cust 7901, $23.42 ,09/12/2023,18/12/2023,Wendy,Dec," $7,191.58 ", $379.74 
27/06/2023,North,Desk,15, $478.41 ,Store B,Retail,0.1,Carlos," $6,458.54 ",Debit Card,FREESHIP,0,REG100185,Cust 1736, $35.63 ,27/06/2023,30/06/2023,Ryan,Jun," $6,422.91 ", $717.62 
14/07/2023,South,Chair,9, $501.74 ,Store D,Retail,0,Bob," $4,515.66 ",Online,SAVE10,1,REG100186,Cust 7795, $39.74 ,14/07/2023,17/07/2023,Sophie,Jul," $4,475.92 ", $-   
08/02/2023,South,Tablet,7, $247.53 ,Store C,Wholesale,0.15,Alice," $1,472.80 ",Gift Card,FREESHIP,0,REG100187,Cust 2471, $13.63 ,08/02/2023,16/02/2023,Sophie,Feb," $1,459.17 ", $259.91 
28/06/2024,West,Tablet,6, $176.51 ,Store C,Wholesale,0.15,Carlos, $900.20 ,Debit Card,FREESHIP,1,REG100188,Cust 3068, $31.02 ,28/06/2024,07/07/2024,Wendy,Jun, $869.18 , $158.86 
15/04/2024,West,Laptop,2, $143.43 ,Store D,Wholesale,0,Bob, $286.86 ,Credit Card,,0,REG100189,Cust 3848, $36.94 ,15/04/2024,22/04/2024,Wendy,Apr, $249.92 , $-   
27/11/2023,East,Monitor,12, $538.50 ,Store C,Wholesale,0.05,Alice," $6,138.90 ",Cash,SAVE10,0,REG100190,Cust 7777, $18.54 ,27/11/2023,06/12/2023,Eric,Nov," $6,120.36 ", $323.10 
27/03/2025,East,Printer,5, $87.17 ,Store D,Wholesale,0,Carlos, $435.85 ,Debit Card,,0,REG100191,Cust 6613, $13.01 ,27/03/2025,29/03/2025,Eric,Mar, $422.84 , $-   
06/08/2023,South,Monitor,7, $498.32 ,Store B,Wholesale,0.1,Alice," $3,139.42 ",Credit Card,WINTER15,1,REG100192,Cust 2326, $27.65 ,06/08/2023,10/08/2023,Sophie,Aug," $3,111.77 ", $348.82 
13/12/2024,South,Printer,15, $57.14 ,Store B,Wholesale,0.15,Carlos, $728.54 ,Debit Card,FREESHIP,0,REG100193,Cust 8304, $7.02 ,13/12/2024,22/12/2024,Sophie,Dec, $721.52 , $128.57 
17/01/2025,Central,Tablet,18, $124.18 ,Store B,Wholesale,0.15,Carlos," $1,899.95 ",Debit Card,SAVE10,0,REG100194,Cust 3630, $45.77 ,17/01/2025,26/01/2025,Cameron,Jan," $1,854.18 ", $335.29 
26/11/2023,West,Desk,12, $107.45 ,Store C,Retail,0.1,Bob," $1,160.46 ",Online,FREESHIP,0,REG100195,Cust 8617, $18.17 ,26/11/2023,02/12/2023,Wendy,Nov," $1,142.29 ", $128.94 
14/02/2023,East,Chair,8, $411.26 ,Store A,Retail,0.1,Frank," $2,961.07 ",Gift Card,WINTER15,0,REG100196,Cust 3530, $28.57 ,14/02/2023,18/02/2023,Eric,Feb," $2,932.50 ", $329.01 
02/02/2025,Central,Printer,7, $248.10 ,Store C,Retail,0,Diana," $1,736.70 ",Cash,WINTER15,0,REG100197,Cust 3884, $31.80 ,02/02/2025,06/02/2025,Cameron,Feb," $1,704.90 ", $-   
11/04/2023,West,Printer,3, $486.52 ,Store B,Wholesale,0.1,Carlos," $1,313.60 ",Gift Card,,0,REG100198,Cust 5739, $16.50 ,11/04/2023,20/04/2023,Wendy,Apr," $1,297.10 ", $145.96 
08/07/2024,North,Monitor,18, $415.04 ,Store C,Wholesale,0.1,Eva," $6,723.65 ",Cash,WINTER15,0,REG100199,Cust 9707, $33.58 ,08/07/2024,13/07/2024,Ryan,Jul," $6,690.07 ", $747.07 
08/02/2023,Central,Printer,19, $165.38 ,Store B,Wholesale,0.15,Alice," $2,670.89 ",Online,,0,REG100200,Cust 9288, $25.20 ,08/02/2023,14/02/2023,Cameron,Feb," $2,645.69 ", $471.33 
09/04/2024,West,Desk,2, $117.47 ,Store C,Wholesale,0,Eva, $234.94 ,Credit Card,FREESHIP,0,REG100201,Cust 1216, $6.58 ,09/04/2024,16/04/2024,Wendy,Apr, $228.36 , $-   
14/08/2023,Central,Printer,9, $461.79 ,Store C,Wholesale,0.15,Frank," $3,532.69 ",Gift Card,,0,REG100202,Cust 2489, $47.81 ,14/08/2023,18/08/2023,Cameron,Aug," $3,484.88 ", $623.42 
02/09/2024,West,Tablet,19, $208.72 ,Store D,Retail,0.05,Frank," $3,767.40 ",Credit Card,FREESHIP,0,REG100203,Cust 7171, $38.41 ,02/09/2024,06/09/2024,Wendy,Sep," $3,728.99 ", $198.28 
29/06/2025,Central,Monitor,16, $278.13 ,Store A,Wholesale,0.15,Alice," $3,782.57 ",Cash,SAVE10,0,REG100204,Cust 9125, $24.29 ,29/06/2025,04/07/2025,Cameron,Jun," $3,758.28 ", $667.51 
02/04/2025,West,Laptop,2, $580.19 ,Store B,Wholesale,0.05,Diana," $1,102.36 ",Debit Card,WINTER15,0,REG100205,Cust 9697, $7.33 ,02/04/2025,08/04/2025,Wendy,Apr," $1,095.03 ", $58.02 
27/04/2023,Central,Tablet,8, $536.43 ,Store B,Retail,0,Carlos," $4,291.44 ",Cash,,1,REG100206,Cust 8171, $14.58 ,27/04/2023,07/05/2023,Cameron,Apr," $4,276.86 ", $-   
07/08/2024,East,Phone,1, $94.33 ,Store A,Wholesale,0,Carlos, $94.33 ,Online,,0,REG100207,Cust 2004, $49.17 ,07/08/2024,17/08/2024,Eric,Aug, $45.16 , $-   
15/04/2023,West,Laptop,16, $489.94 ,Store C,Retail,0.1,Frank," $7,055.14 ",Cash,SAVE10,0,REG100208,Cust 4214, $9.69 ,15/04/2023,25/04/2023,Wendy,Apr," $7,045.45 ", $783.90 
12/08/2023,South,Desk,4, $551.71 ,Store A,Retail,0.05,Eva," $2,096.50 ",Gift Card,,1,REG100209,Cust 9837, $26.32 ,12/08/2023,15/08/2023,Sophie,Aug," $2,070.18 ", $110.34 
19/06/2023,West,Printer,17, $595.57 ,Store D,Retail,0.15,Bob," $8,605.99 ",Credit Card,WINTER15,0,REG100210,Cust 2082, $9.73 ,19/06/2023,28/06/2023,Wendy,Jun," $8,596.26 "," $1,518.70 "
29/12/2023,East,Printer,1, $180.12 ,Store A,Wholesale,0.1,Eva, $162.11 ,Debit Card,,0,REG100211,Cust 3001, $27.07 ,29/12/2023,07/01/2024,Eric,Dec, $135.04 , $18.01 
26/03/2023,East,Desk,12, $301.50 ,Store D,Retail,0.15,Bob," $3,075.30 ",Credit Card,FREESHIP,1,REG100212,Cust 6161, $43.67 ,26/03/2023,30/03/2023,Eric,Mar," $3,031.63 ", $542.70 
01/09/2023,South,Phone,20, $273.55 ,Store D,Retail,0.15,Frank," $4,650.35 ",Debit Card,,0,REG100213,Cust 5220, $14.76 ,01/09/2023,07/09/2023,Sophie,Sep," $4,635.59 ", $820.65 
05/08/2024,West,Tablet,6, $187.06 ,Store B,Wholesale,0.1,Frank," $1,010.12 ",Debit Card,FREESHIP,0,REG100214,Cust 3386, $11.03 ,05/08/2024,13/08/2024,Wendy,Aug, $999.09 , $112.24 
23/01/2025,North,Chair,16, $562.52 ,Store D,Retail,0,Frank," $9,000.32 ",Gift Card,,0,REG100215,Cust 1591, $18.23 ,23/01/2025,27/01/2025,Ryan,Jan," $8,982.09 ", $-   
16/05/2023,East,Tablet,4, $85.16 ,Store D,Wholesale,0.1,Carlos, $306.58 ,Credit Card,,0,REG100216,Cust 3434, $38.51 ,16/05/2023,23/05/2023,Eric,May, $268.07 , $34.06 
14/02/2023,North,Tablet,12, $451.51 ,Store B,Wholesale,0.15,Carlos," $4,605.40 ",Online,WINTER15,0,REG100217,Cust 1501, $9.54 ,14/02/2023,22/02/2023,Ryan,Feb," $4,595.86 ", $812.72 
03/06/2024,Central,Tablet,1, $259.87 ,Store D,Retail,0.15,Eva, $220.89 ,Gift Card,FREESHIP,0,REG100218,Cust 9683, $19.20 ,03/06/2024,12/06/2024,Cameron,Jun, $201.69 , $38.98 
08/11/2023,Central,Tablet,20, $268.25 ,Store D,Retail,0.05,Diana," $5,096.75 ",Cash,FREESHIP,0,REG100219,Cust 5416, $20.96 ,08/11/2023,15/11/2023,Cameron,Nov," $5,075.79 ", $268.25 
24/01/2023,West,Phone,10, $266.13 ,Store B,Wholesale,0,Diana," $2,661.30 ",Gift Card,WINTER15,0,REG100220,Cust 2153, $21.01 ,24/01/2023,26/01/2023,Wendy,Jan," $2,640.29 ", $-   
20/03/2025,West,Laptop,18, $493.06 ,Store D,Wholesale,0.05,Diana," $8,431.33 ",Cash,WINTER15,1,REG100221,Cust 3572, $46.87 ,20/03/2025,28/03/2025,Wendy,Mar," $8,384.46 ", $443.75 
22/02/2024,West,Monitor,4, $36.82 ,Store C,Wholesale,0.05,Frank, $139.92 ,Credit Card,WINTER15,1,REG100222,Cust 6372, $24.86 ,22/02/2024,01/03/2024,Wendy,Feb, $115.06 , $7.36 
02/04/2025,North,Printer,12, $413.45 ,Store D,Retail,0.15,Bob," $4,217.19 ",Cash,FREESHIP,0,REG100223,Cust 6109, $23.25 ,02/04/2025,10/04/2025,Ryan,Apr," $4,193.94 ", $744.21 
12/06/2025,North,Chair,19, $446.25 ,Store B,Retail,0.1,Eva," $7,630.88 ",Gift Card,,0,REG100224,Cust 5234, $14.88 ,12/06/2025,18/06/2025,Ryan,Jun," $7,616.00 ", $847.88 
13/05/2023,East,Laptop,7, $82.77 ,Store D,Wholesale,0.15,Frank, $492.48 ,Debit Card,SAVE10,1,REG100225,Cust 5530, $15.66 ,13/05/2023,17/05/2023,Eric,May, $476.82 , $86.91 
25/03/2023,South,Desk,17, $339.88 ,Store A,Retail,0,Alice," $5,777.96 ",Cash,,0,REG100226,Cust 5398, $44.86 ,25/03/2023,28/03/2023,Sophie,Mar," $5,733.10 ", $-   
22/11/2024,South,Printer,19, $364.32 ,Store B,Retail,0.15,Frank," $5,883.77 ",Debit Card,,1,REG100227,Cust 3247, $39.76 ,22/11/2024,25/11/2024,Sophie,Nov," $5,844.01 "," $1,038.31 "
07/07/2023,East,Tablet,3, $71.91 ,Store B,Wholesale,0,Alice, $215.73 ,Gift Card,WINTER15,1,REG100228,Cust 7137, $46.25 ,07/07/2023,17/07/2023,Eric,Jul, $169.48 , $-   
05/10/2024,East,Tablet,20, $576.30 ,Store D,Wholesale,0.05,Eva," $10,949.70 ",Credit Card,,0,REG100229,Cust 4627, $25.22 ,05/10/2024,09/10/2024,Eric,Oct," $10,924.48 ", $576.30 
31/03/2024,West,Laptop,7, $120.60 ,Store B,Wholesale,0,Diana, $844.20 ,Online,WINTER15,0,REG100230,Cust 4878, $43.80 ,31/03/2024,08/04/2024,Wendy,Mar, $800.40 , $-   
01/04/2025,West,Printer,8, $96.19 ,Store A,Wholesale,0.05,Carlos, $731.04 ,Debit Card,SAVE10,0,REG100231,Cust 2779, $34.07 ,01/04/2025,04/04/2025,Wendy,Apr, $696.97 , $38.48 
23/08/2023,West,Printer,14, $471.17 ,Store A,Wholesale,0.05,Carlos," $6,266.56 ",Gift Card,FREESHIP,0,REG100232,Cust 8606, $26.38 ,23/08/2023,26/08/2023,Wendy,Aug," $6,240.18 ", $329.82 
14/08/2024,South,Phone,20, $14.33 ,Store D,Wholesale,0.1,Carlos, $257.94 ,Debit Card,,0,REG100233,Cust 9599, $6.22 ,14/08/2024,21/08/2024,Sophie,Aug, $251.72 , $28.66 
14/02/2025,Central,Tablet,18, $499.61 ,Store B,Retail,0.15,Alice," $7,644.03 ",Debit Card,,0,REG100234,Cust 4500, $9.64 ,14/02/2025,19/02/2025,Cameron,Feb," $7,634.39 "," $1,348.95 "
11/11/2023,West,Monitor,14, $16.33 ,Store B,Wholesale,0.1,Diana, $205.76 ,Debit Card,WINTER15,0,REG100235,Cust 4173, $22.72 ,11/11/2023,16/11/2023,Wendy,Nov, $183.04 , $22.86 
01/04/2024,Central,Desk,17, $480.62 ,Store C,Wholesale,0.15,Carlos," $6,944.96 ",Online,FREESHIP,0,REG100236,Cust 7607, $37.09 ,01/04/2024,09/04/2024,Cameron,Apr," $6,907.87 "," $1,225.58 "
13/06/2024,South,Chair,5, $555.84 ,Store C,Retail,0.05,Diana," $2,640.24 ",Credit Card,,0,REG100237,Cust 4768, $29.40 ,13/06/2024,20/06/2024,Sophie,Jun," $2,610.84 ", $138.96 
28/11/2023,North,Chair,18, $174.03 ,Store B,Wholesale,0.1,Frank," $2,819.29 ",Online,SAVE10,0,REG100238,Cust 5746, $32.19 ,28/11/2023,03/12/2023,Ryan,Nov," $2,787.10 ", $313.25 
